,ResponseId,LanguageHaveWorkedWith
80596,80597,HTML/CSS;SQL;Swift;TypeScript
80597,80598,Java;JavaScript;Node.js
80598,80599,C#;JavaScript;SQL
80599,80600,HTML/CSS;JavaScript;Python;TypeScript
80600,80601,C++;HTML/CSS;Java;JavaScript;Python
80601,80602,C#;HTML/CSS;JavaScript;SQL
80602,80603,Go;Java;Python;SQL
80603,80604,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript
80604,80605,Dart;Go;HTML/CSS;Java;JavaScript;PHP;VBA
80605,80606,HTML/CSS;Python;SQL
80606,80607,Bash/Shell;Clojure;HTML/CSS;JavaScript;R;SQL;TypeScript
80607,80608,C;HTML/CSS;Python
80608,80609,Dart
80609,80610,C#;Java;JavaScript;Node.js;SQL;TypeScript
80610,80611,HTML/CSS;JavaScript;PHP
80611,80612,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;Ruby;SQL;Swift
80612,80613,Bash/Shell;C;C++;Go;Groovy;Python
80613,80614,HTML/CSS;JavaScript;Node.js;Ruby
80614,80615,C#;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;SQL;Swift
80615,80616,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
80616,80617,Bash/Shell;C;Go;Haskell;Java;Julia;Matlab;Python;R;SQL
80617,80618,C++;Haskell;Scala
80618,80619,C;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python;SQL;TypeScript
80619,80620,C#;PowerShell
80620,80621,Julia;Matlab;Python;R
80621,80622,C#;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript
80622,80623,C#;JavaScript;PowerShell;SQL
80623,80624,PowerShell;Python;Rust
80624,80625,Bash/Shell;Go
80625,80626,C;C#;C++;Objective-C;Swift;VBA
80626,80627,Python;R
80627,80628,C#;Java
80628,80629,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL
80629,80630,HTML/CSS;JavaScript;PHP;SQL
80630,80631,C#;SQL
80631,80632,C;C++;Python
80632,80633,
80633,80634,HTML/CSS;Java;SQL
80634,80635,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript
80635,80636,APL;C++
80636,80637,Bash/Shell;JavaScript;Node.js;Python;SQL
80637,80638,C;C++;Java;JavaScript;Node.js;Python;SQL;TypeScript
80638,80639,HTML/CSS;Java;JavaScript;SQL;TypeScript
80639,80640,C;Java;Python
80640,80641,Python
80641,80642,C++;HTML/CSS;Python
80642,80643,C;Go
80643,80644,JavaScript;Perl
80644,80645,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript
80645,80646,JavaScript;PHP;Python
80646,80647,Assembly;C;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL
80647,80648,C#;SQL
80648,80649,C#;SQL
80649,80650,HTML/CSS;JavaScript;Node.js;PHP;Python;TypeScript
80650,80651,Bash/Shell;HTML/CSS;JavaScript;Python
80651,80652,Assembly;Bash/Shell;C;C#;C++;Dart;Elixir;Erlang;Go;Java;JavaScript;Kotlin;Node.js;Objective-C;Perl;PHP;Python;Ruby;SQL;Swift;TypeScript
80652,80653,Bash/Shell;C++;Java;JavaScript;Python;SQL
80653,80654,Bash/Shell;C;C#;C++;JavaScript;Node.js;Python;Ruby;Rust;SQL
80654,80655,Assembly;Bash/Shell;C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Matlab;Node.js;PHP;PowerShell;Python;Rust;SQL;TypeScript;VBA
80655,80656,Bash/Shell;C++;Java;PowerShell;Python
80656,80657,C++;HTML/CSS;JavaScript;Node.js;PowerShell;Python;R;SQL;TypeScript;VBA
80657,80658,HTML/CSS;Java;PHP;SQL
80658,80659,HTML/CSS;JavaScript;PHP
80659,80660,Assembly;C;C++;Go;HTML/CSS;Matlab;Python
80660,80661,Bash/Shell;C;C++;Dart;HTML/CSS;JavaScript;LISP;Node.js;Python;SQL;TypeScript
80661,80662,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL
80662,80663,Java;Python
80663,80664,C#;HTML/CSS;PHP;Python;Rust;SQL;TypeScript
80664,80665,C;C#;C++;HTML/CSS;JavaScript;Node.js;SQL
80665,80666,HTML/CSS;JavaScript;PHP;SQL
80666,80667,C;C#;HTML/CSS;JavaScript;SQL
80667,80668,Bash/Shell;C;C#;C++;Dart;Groovy;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;Rust;TypeScript
80668,80669,Bash/Shell;C;Go;HTML/CSS;Python
80669,80670,Bash/Shell;Go;Java;TypeScript
80670,80671,C#;HTML/CSS;JavaScript;Matlab;Node.js;Python;SQL;TypeScript
80671,80672,C
80672,80673,Java;Python
80673,80674,HTML/CSS;JavaScript
80674,80675,Bash/Shell;C;C++
80675,80676,C#;SQL
80676,80677,Matlab;Python;SQL
80677,80678,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;SQL
80678,80679,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;SQL
80679,80680,Assembly;COBOL;HTML/CSS;Python;SQL;VBA
80680,80681,C;C++;HTML/CSS;JavaScript
80681,80682,C#;HTML/CSS;JavaScript;Python;VBA
80682,80683,C++;HTML/CSS;Python
80683,80684,C#;Java;SQL
80684,80685,C#;Node.js;PHP;PowerShell;Python;SQL
80685,80686,C#;HTML/CSS;JavaScript;SQL;VBA
80686,80687,Groovy;HTML/CSS;Java;JavaScript;TypeScript
80687,80688,HTML/CSS;JavaScript
80688,80689,Python
80689,80690,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;Matlab;Objective-C;Perl;PHP;PowerShell;Python;SQL;VBA
80690,80691,C++;Dart;HTML/CSS;Java;JavaScript;PHP;SQL
80691,80692,Bash/Shell;C++
80692,80693,C;C++;Java;JavaScript
80693,80694,HTML/CSS;JavaScript;PHP
80694,80695,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python
80695,80696,Bash/Shell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL
80696,80697,Java
80697,80698,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
80698,80699,C++;HTML/CSS;JavaScript;Kotlin;Node.js;PHP;Python
80699,80700,C#;HTML/CSS;JavaScript;PHP;SQL
80700,80701,Dart;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript
80701,80702,HTML/CSS;Java;JavaScript;TypeScript
80702,80703,Bash/Shell;HTML/CSS;Python
80703,80704,Java;JavaScript;PowerShell;SQL
80704,80705,C#;HTML/CSS;JavaScript;PowerShell;SQL
80705,80706,JavaScript;PHP;Python;SQL
80706,80707,Java;PHP
80707,80708,HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript
80708,80709,Bash/Shell;JavaScript;Python
80709,80710,C#;HTML/CSS;Python;R;SQL
80710,80711,C#;JavaScript;Kotlin;Node.js;Python
80711,80712,C#;HTML/CSS;JavaScript;Node.js;Python;Rust;SQL;TypeScript
80712,80713,HTML/CSS;JavaScript;Node.js;SQL;TypeScript
80713,80714,Python
80714,80715,HTML/CSS;JavaScript;Node.js;Ruby;SQL;TypeScript
80715,80716,HTML/CSS;JavaScript;Node.js;Python
80716,80717,JavaScript;Node.js;TypeScript
80717,80718,HTML/CSS;JavaScript;SQL
80718,80719,Java;Kotlin
80719,80720,Java
80720,80721,HTML/CSS;JavaScript;PHP;Python;SQL
80721,80722,Bash/Shell;Clojure;HTML/CSS;JavaScript;Node.js
80722,80723,Bash/Shell;C;C++;Go;Groovy;Kotlin;Python
80723,80724,Bash/Shell;C;C++;Java;Python
80724,80725,Python;SQL
80725,80726,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL
80726,80727,C#;HTML/CSS;JavaScript;PowerShell;SQL
80727,80728,C#;HTML/CSS;JavaScript;SQL;VBA
80728,80729,Bash/Shell;Java;Python;SQL
80729,80730,C++;Matlab;Python;R
80730,80731,HTML/CSS;Java;JavaScript;SQL;TypeScript
80731,80732,C;C#;C++;PHP
80732,80733,JavaScript;Node.js;PHP;SQL
80733,80734,HTML/CSS;PHP
80734,80735,C#;HTML/CSS;Java;JavaScript;Node.js;PowerShell;TypeScript
80735,80736,Bash/Shell;JavaScript;Node.js;Python;SQL
80736,80737,HTML/CSS;Java;Kotlin
80737,80738,PHP
80738,80739,HTML/CSS;JavaScript;PHP
80739,80740,C++;Java;JavaScript;Python;R
80740,80741,HTML/CSS;JavaScript;Node.js;TypeScript
80741,80742,JavaScript;Node.js;PHP
80742,80743,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
80743,80744,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
80744,80745,C;C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL
80745,80746,JavaScript;Python;SQL
80746,80747,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript
80747,80748,C#;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;VBA
80748,80749,Bash/Shell;C++;Clojure;Delphi;Go;HTML/CSS;Java;JavaScript;PowerShell
80749,80750,Java;Python;SQL
80750,80751,Go;HTML/CSS;JavaScript;Node.js;TypeScript
80751,80752,HTML/CSS;Java;JavaScript;PowerShell;SQL
80752,80753,Bash/Shell;C;C++;Java;JavaScript;Rust;SQL
80753,80754,Dart;HTML/CSS;JavaScript;Node.js;PHP
80754,80755,Clojure;Go;HTML/CSS;Java;SQL
80755,80756,Bash/Shell;C#;C++;Java;JavaScript;Node.js;PowerShell;Python;SQL;VBA
80756,80757,C;C#;C++;Clojure;HTML/CSS;JavaScript;Node.js;PowerShell;Python;R;SQL
80757,80758,HTML/CSS;JavaScript;Node.js;PHP;TypeScript
80758,80759,Bash/Shell;C;C#;C++;JavaScript;Python;Rust
80759,80760,HTML/CSS;JavaScript;Node.js;TypeScript
80760,80761,Python;Swift
80761,80762,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript
80762,80763,Bash/Shell;C#;JavaScript;PowerShell;SQL
80763,80764,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript
80764,80765,C#;Python
80765,80766,Bash/Shell;Delphi;Julia;Matlab;Python;R;VBA
80766,80767,C;HTML/CSS;JavaScript;Python
80767,80768,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python
80768,80769,HTML/CSS;JavaScript;Python;TypeScript
80769,80770,Bash/Shell;C;C++;Julia;Python
80770,80771,HTML/CSS;Java;JavaScript;Kotlin;TypeScript
80771,80772,Bash/Shell;C;C#;Clojure;Erlang;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;LISP;Node.js;Python;R;Ruby;Rust;SQL;TypeScript
80772,80773,Delphi;SQL
80773,80774,HTML/CSS;Java;JavaScript;Matlab;Python
80774,80775,Bash/Shell;C;Clojure;HTML/CSS;Java;JavaScript;Python
80775,80776,C#;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL
80776,80777,C;C#;C++;HTML/CSS;Java;JavaScript;Python
80777,80778,HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Swift
80778,80779,Bash/Shell;Python;Rust
80779,80780,Go;Node.js;PHP
80780,80781,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;Python;SQL
80781,80782,Python
80782,80783,C#;HTML/CSS;JavaScript;SQL
80783,80784,Dart;Kotlin;Objective-C;Python;Swift
80784,80785,COBOL;Java;SQL
80785,80786,Python
80786,80787,C++;HTML/CSS;JavaScript;Node.js;Python
80787,80788,Bash/Shell;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python;TypeScript
80788,80789,Swift
80789,80790,Bash/Shell;HTML/CSS;JavaScript;LISP;Node.js;PHP;SQL;TypeScript
80790,80791,Assembly;Bash/Shell;C++;Go;HTML/CSS;JavaScript;LISP;Objective-C;PHP;Python;Rust;SQL
80791,80792,HTML/CSS;Java;JavaScript;Node.js;PowerShell;SQL;TypeScript
80792,80793,Clojure;Java
80793,80794,C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Ruby;SQL;TypeScript
80794,80795,Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Kotlin;Node.js;PowerShell;Python;SQL
80795,80796,C;C++
80796,80797,HTML/CSS;Python
80797,80798,Bash/Shell
80798,80799,HTML/CSS;Java;JavaScript;PHP
80799,80800,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Matlab;PowerShell;Python;SQL
80800,80801,Haskell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript
80801,80802,Assembly;C;LISP
80802,80803,HTML/CSS;PHP;SQL
80803,80804,C++
80804,80805,C#;HTML/CSS;Java
80805,80806,Assembly;Bash/Shell;C;C#;C++;Delphi;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL
80806,80807,C++;HTML/CSS;PHP;Ruby;SQL
80807,80808,C++;HTML/CSS;Java;Kotlin;SQL
80808,80809,C;C#;C++;Clojure;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;TypeScript
80809,80810,C++;Node.js;Python
80810,80811,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript
80811,80812,JavaScript;Node.js;Swift
80812,80813,C;C++;Python
80813,80814,Go;HTML/CSS;JavaScript;Node.js;PHP;TypeScript
80814,80815,Bash/Shell;C#;Clojure;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
80815,80816,C;C++;JavaScript;Objective-C;Rust;TypeScript
80816,80817,Bash/Shell;Go;Haskell;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
80817,80818,HTML/CSS
80818,80819,JavaScript;Node.js;SQL
80819,80820,Java;SQL
80820,80821,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Swift
80821,80822,C#;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
80822,80823,Java;JavaScript;PHP
80823,80824,C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA
80824,80825,PHP;SQL
80825,80826,Clojure
80826,80827,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript
80827,80828,Clojure;JavaScript
80828,80829,Bash/Shell;C;C++;HTML/CSS;Java;Python;SQL
80829,80830,C;C#;HTML/CSS;JavaScript;Matlab;Node.js;PHP;PowerShell;Python;R;SQL;TypeScript
80830,80831,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;R;SQL
80831,80832,Assembly;C;C#;HTML/CSS;JavaScript;Node.js;Python;TypeScript
80832,80833,HTML/CSS;Java;JavaScript;Node.js;PHP;SQL
80833,80834,Bash/Shell;HTML/CSS;JavaScript;Kotlin;Node.js;Python;R;SQL
80834,80835,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;Rust;SQL
80835,80836,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;SQL
80836,80837,Assembly;Bash/Shell;C;C++;Python
80837,80838,Java;Python;R;VBA
80838,80839,JavaScript;TypeScript
80839,80840,C;C++;HTML/CSS;Java;JavaScript;Python;SQL
80840,80841,C#;JavaScript;SQL
80841,80842,Perl;Python
80842,80843,C#;Java;Python;SQL
80843,80844,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;VBA
80844,80845,Bash/Shell;C#;C++;PHP;PowerShell
80845,80846,C++;Matlab;Python;SQL
80846,80847,Assembly;Bash/Shell;C;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;Rust;SQL;TypeScript
80847,80848,Bash/Shell;C#;C++;Go;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;Rust;SQL;TypeScript
80848,80849,C;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Ruby;Rust;SQL
80849,80850,C;C#;Dart;Java;JavaScript;Kotlin;Node.js;SQL
80850,80851,Java
80851,80852,Bash/Shell;Clojure;Go;Java;JavaScript;Python;Scala;TypeScript
80852,80853,C#;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;VBA
80853,80854,C#;HTML/CSS;JavaScript;TypeScript
80854,80855,C;HTML/CSS;Java;JavaScript;Matlab;Node.js;Objective-C;PHP;Python;R;Ruby;SQL
80855,80856,Bash/Shell;C;C++;Perl;Python;SQL
80856,80857,C;C++;HTML/CSS;JavaScript;Node.js
80857,80858,C#;HTML/CSS;JavaScript;Node.js;SQL
80858,80859,C#;Dart;HTML/CSS;Java;JavaScript;Node.js;TypeScript
80859,80860,Bash/Shell;C++;Clojure;Go;HTML/CSS;Rust
80860,80861,Bash/Shell;C;C++;HTML/CSS;JavaScript;Node.js;SQL;TypeScript
80861,80862,C;C#;C++;Go;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL
80862,80863,HTML/CSS;JavaScript;Python
80863,80864,Python;SQL
80864,80865,Assembly;Bash/Shell;C;Go
80865,80866,Bash/Shell;Clojure;Haskell;Java;JavaScript;Julia;Kotlin;LISP;Perl;Python;R;SQL
80866,80867,HTML/CSS;Java;JavaScript;SQL
80867,80868,C#;JavaScript;Python;R;SQL;VBA
80868,80869,Dart;Kotlin;Swift
80869,80870,C;HTML/CSS;Python
80870,80871,C#;C++;Dart;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
80871,80872,C;C#;C++;HTML/CSS;JavaScript;SQL
80872,80873,C++;Java
80873,80874,Clojure
80874,80875,Python
80875,80876,C#;HTML/CSS;PHP;PowerShell;Python;SQL;VBA
80876,80877,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python;SQL
80877,80878,Assembly;Objective-C;Python;Swift;VBA
80878,80879,C;C#;C++;Java;Kotlin;Node.js
80879,80880,Assembly;C;C++;HTML/CSS;Java;JavaScript;PHP
80880,80881,C#;Go;JavaScript;Node.js;SQL;TypeScript
80881,80882,Java;JavaScript;SQL;TypeScript
80882,80883,C++;HTML/CSS;Java;JavaScript;Node.js;Python
80883,80884,Bash/Shell;Perl;Python;R
80884,80885,HTML/CSS;Java;JavaScript;Node.js;Python;Swift;TypeScript
80885,80886,Bash/Shell;C;Go;Java;JavaScript;Scala
80886,80887,Clojure;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
80887,80888,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL
80888,80889,HTML/CSS;Java;JavaScript;SQL;TypeScript
80889,80890,Python;SQL
80890,80891,C;HTML/CSS;JavaScript;Python
80891,80892,Java;Kotlin
80892,80893,C++;HTML/CSS;Java;JavaScript;Swift
80893,80894,HTML/CSS;JavaScript;PHP;TypeScript
80894,80895,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js
80895,80896,HTML/CSS;Java;JavaScript
80896,80897,C;C++;Java
80897,80898,C++
80898,80899,C#;C++;Dart;Go;Java;JavaScript;Kotlin;Python
80899,80900,C#;C++;Java;JavaScript;PHP
80900,80901,C#;SQL
80901,80902,HTML/CSS
80902,80903,C;C#;C++
80903,80904,Python;SQL
80904,80905,Bash/Shell;C;C++;Clojure;Go;JavaScript;Node.js;Python;Rust
80905,80906,Dart;Java;Kotlin
80906,80907,HTML/CSS;JavaScript;Python
80907,80908,R;SQL
80908,80909,C#;JavaScript;PowerShell;SQL
80909,80910,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript
80910,80911,Bash/Shell;C;C#
80911,80912,C++;Dart;HTML/CSS;Java;JavaScript;PHP
80912,80913,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python
80913,80914,Go
80914,80915,Bash/Shell;C#;Python;SQL;VBA
80915,80916,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL
80916,80917,Bash/Shell;C;C++;PowerShell;Python;SQL
80917,80918,HTML/CSS;Java;SQL
80918,80919,COBOL;Java;JavaScript;Matlab;Node.js;PowerShell;Python;SQL;TypeScript
80919,80920,
80920,80921,C#;C++
80921,80922,C#;Go;JavaScript;Node.js;Python;SQL;TypeScript
80922,80923,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL
80923,80924,HTML/CSS;JavaScript;Node.js;Python;SQL
80924,80925,Java
80925,80926,C#;HTML/CSS;JavaScript;SQL
80926,80927,Java;JavaScript;Kotlin;Node.js;Swift
80927,80928,C#;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL
80928,80929,HTML/CSS;Java;JavaScript;Python
80929,80930,Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;Ruby;TypeScript
80930,80931,C;C++;HTML/CSS;Java;JavaScript;Python
80931,80932,HTML/CSS;JavaScript;Node.js;SQL;TypeScript
80932,80933,Bash/Shell;C;C++;HTML/CSS;JavaScript;Ruby;SQL
80933,80934,Bash/Shell;C#;PowerShell
80934,80935,Bash/Shell;C++;Java;Kotlin;Objective-C;Python;Swift
80935,80936,Bash/Shell;C#;PowerShell;SQL
80936,80937,HTML/CSS;JavaScript;Node.js;PHP;SQL
80937,80938,HTML/CSS;JavaScript;TypeScript
80938,80939,HTML/CSS;JavaScript;Python
80939,80940,Python
80940,80941,Bash/Shell;C;C#;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL
80941,80942,HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript
80942,80943,JavaScript;Node.js;Python;SQL;TypeScript
80943,80944,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;VBA
80944,80945,Bash/Shell;Java;Kotlin;Ruby
80945,80946,HTML/CSS;JavaScript;TypeScript
80946,80947,JavaScript;Node.js
80947,80948,HTML/CSS;JavaScript;TypeScript
80948,80949,JavaScript;Python;SQL
80949,80950,Bash/Shell;C;C++;Python
80950,80951,Java;JavaScript;Scala
80951,80952,Assembly;Bash/Shell;C;C++
80952,80953,Clojure;Kotlin
80953,80954,HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript
80954,80955,HTML/CSS;JavaScript;Python
80955,80956,C;C++;Go;Java;JavaScript;Node.js;Rust;TypeScript
80956,80957,Bash/Shell;C#;Java;JavaScript;Python;SQL;TypeScript
80957,80958,C;COBOL;Groovy;VBA
80958,80959,Clojure
80959,80960,Python
80960,80961,Assembly;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Julia;Node.js;Python;R;SQL;TypeScript
80961,80962,C#;JavaScript
80962,80963,C;C++
80963,80964,Java
80964,80965,Java;SQL;TypeScript
80965,80966,C;C#;C++;Haskell;HTML/CSS;Python
80966,80967,Bash/Shell;Dart;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;R;SQL;Swift;TypeScript
80967,80968,Assembly;Bash/Shell;C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;Kotlin;Matlab;Node.js;PowerShell;Python;Rust;VBA
80968,80969,Bash/Shell;Go;JavaScript;Node.js;Python;Ruby;SQL
80969,80970,C#;HTML/CSS;TypeScript
80970,80971,Go;Rust;TypeScript
80971,80972,Bash/Shell;Dart;Swift
80972,80973,Bash/Shell;C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Ruby;SQL
80973,80974,Python;R
80974,80975,HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL
80975,80976,HTML/CSS;JavaScript;Node.js;TypeScript
80976,80977,HTML/CSS;JavaScript;Node.js;Python
80977,80978,Dart;JavaScript;PHP;Python;Ruby
80978,80979,Assembly;C;Java;Scala
80979,80980,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
80980,80981,Go;Java;JavaScript;Kotlin;Node.js;PHP;Python;SQL
80981,80982,Bash/Shell;Python
80982,80983,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript
80983,80984,Clojure
80984,80985,C#;JavaScript
80985,80986,HTML/CSS;JavaScript;Node.js;TypeScript
80986,80987,Bash/Shell;Python;Rust
80987,80988,Bash/Shell;C#;C++;Elixir;HTML/CSS;JavaScript;Node.js;Python;R
80988,80989,Bash/Shell;Dart;HTML/CSS;JavaScript;Kotlin;Node.js;SQL;TypeScript
80989,80990,Elixir;HTML/CSS;JavaScript;Ruby;SQL
80990,80991,HTML/CSS;Java;JavaScript;SQL;TypeScript
80991,80992,C;C#;Java;Python;SQL
80992,80993,C;Groovy;HTML/CSS;Java;JavaScript;Perl;SQL
80993,80994,Bash/Shell;HTML/CSS;TypeScript
80994,80995,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript
80995,80996,Julia;Python
80996,80997,HTML/CSS;JavaScript;Node.js;Python
80997,80998,Go;HTML/CSS;Java;JavaScript;SQL
80998,80999,Groovy;Java;Kotlin;SQL
80999,81000,Assembly;Bash/Shell;C;C++;Java;JavaScript;Julia;Matlab;Node.js;Objective-C;PHP;Python;SQL;Swift
81000,81001,PHP;TypeScript
81001,81002,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;PowerShell;Python
81002,81003,C;Haskell;Rust;TypeScript
81003,81004,C#;HTML/CSS;JavaScript;PHP;Ruby;SQL
81004,81005,Go;HTML/CSS;JavaScript;Node.js
81005,81006,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
81006,81007,C++;Python
81007,81008,Assembly;Bash/Shell;C;C++
81008,81009,C;C++;HTML/CSS;PHP
81009,81010,C#;Java;JavaScript;Kotlin;TypeScript
81010,81011,HTML/CSS;Java;JavaScript;Kotlin;Python;R;SQL
81011,81012,Bash/Shell;Python;SQL
81012,81013,C#;Objective-C;PHP;SQL;Swift
81013,81014,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript
81014,81015,Dart;JavaScript;Python
81015,81016,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;VBA
81016,81017,Dart;Java;JavaScript;Node.js
81017,81018,C++;HTML/CSS;JavaScript;Node.js;Python;SQL
81018,81019,C++;Dart;HTML/CSS;Java;JavaScript;PHP;SQL
81019,81020,Java;Python
81020,81021,C#;HTML/CSS;PowerShell;SQL;VBA
81021,81022,C#;C++;Dart;F#;HTML/CSS;Java;JavaScript;LISP;Node.js;PHP;Python;SQL
81022,81023,C#;HTML/CSS;JavaScript;SQL
81023,81024,HTML/CSS;JavaScript;PHP;SQL
81024,81025,Go;Haskell;HTML/CSS;JavaScript;Python;SQL
81025,81026,Clojure;Scala;SQL
81026,81027,Bash/Shell;C;C++;HTML/CSS;JavaScript;Matlab;Node.js;PHP;Python;SQL
81027,81028,HTML/CSS;Java;JavaScript;SQL
81028,81029,Bash/Shell;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL
81029,81030,Bash/Shell;C;C++;Dart;Go;HTML/CSS;JavaScript;Kotlin;Node.js;Python;TypeScript
81030,81031,C#;Groovy;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript
81031,81032,JavaScript;Matlab;Python
81032,81033,C;C++;Dart;Java;JavaScript;SQL
81033,81034,C#;Java;SQL;VBA
81034,81035,HTML/CSS;JavaScript;Node.js;TypeScript
81035,81036,APL;Bash/Shell;C;C++;HTML/CSS;JavaScript;Ruby
81036,81037,Java;JavaScript;Kotlin
81037,81038,C;Python
81038,81039,HTML/CSS;JavaScript;Node.js
81039,81040,Assembly
81040,81041,HTML/CSS;Java;JavaScript;Node.js;Python;SQL
81041,81042,HTML/CSS;Java;JavaScript
81042,81043,C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;SQL;TypeScript
81043,81044,Bash/Shell;C;C#;C++;Python;VBA
81044,81045,Java;Python;SQL;TypeScript
81045,81046,C++;HTML/CSS;Java;JavaScript;Python;Rust
81046,81047,C;HTML/CSS;Python;Ruby
81047,81048,C#;C++;Java
